Gene,Normalised_RF,Tool
group_37529.fa.aln.tree,0.6964285714285714,Roary
group_7634.fa.aln.tree,0.7258064516129032,Roary
group_18544.fa.aln.tree,0.9294117647058824,Roary
group_16941.fa.aln.tree,0.9764705882352941,Roary
group_11184.fa.aln.tree,0.8148148148148148,Roary
group_13551.fa.aln.tree,0.7904761904761904,Roary
group_20944.fa.aln.tree,0.8909090909090909,Roary
group_20587.fa.aln.tree,0.6833333333333333,Roary
group_16668.fa.aln.tree,0.8571428571428571,Roary
group_20537.fa.aln.tree,0.9294117647058824,Roary
group_38171.fa.aln.tree,0.9354838709677419,Roary
group_17262.fa.aln.tree,0.7758620689655172,Roary
group_18395.fa.aln.tree,0.8053097345132744,Roary
group_15695.fa.aln.tree,0.7948717948717948,Roary
group_38316.fa.aln.tree,0.8198198198198198,Roary
group_16470.fa.aln.tree,0.8018018018018018,Roary
group_37502.fa.aln.tree,1.0,Roary
group_13607.fa.aln.tree,0.7913043478260869,Roary
group_17364.fa.aln.tree,0.7959183673469388,Roary
group_16767.fa.aln.tree,0.7876106194690266,Roary
group_18740.fa.aln.tree,0.8317757009345794,Roary
group_18790.fa.aln.tree,0.7913043478260869,Roary
group_15731.fa.aln.tree,0.8771929824561403,Roary
group_12548.fa.aln.tree,0.7739130434782608,Roary
group_8563.fa.aln.tree,0.6935483870967742,Roary
group_17218.fa.aln.tree,0.9029126213592233,Roary
group_15628.fa.aln.tree,0.7288135593220338,Roary
group_18972.fa.aln.tree,0.7636363636363637,Roary
group_12472.fa.aln.tree,0.8214285714285714,Roary
group_15188.fa.aln.tree,0.8793103448275862,Roary
group_7315.fa.aln.tree,0.7586206896551724,Roary
group_20834.fa.aln.tree,0.6923076923076923,Roary
group_20771.fa.aln.tree,0.9120879120879121,Roary
group_18393.fa.aln.tree,0.8285714285714286,Roary
group_18756.fa.aln.tree,1.0,Roary
group_20782.fa.aln.tree,0.7413793103448276,Roary
group_16901.fa.aln.tree,0.847457627118644,Roary
group_15685.fa.aln.tree,0.7017543859649122,Roary
group_15877.fa.aln.tree,0.8230088495575221,Roary
group_17347.fa.aln.tree,0.7407407407407407,Roary
group_12116.fa.aln.tree,0.7739130434782608,Roary
group_15717.fa.aln.tree,0.8,Roary
group_15267.fa.aln.tree,0.9183673469387755,Roary
group_38202.fa.aln.tree,0.7614678899082569,Roary
group_37493.fa.aln.tree,0.9529411764705882,Roary
group_38200.fa.aln.tree,0.8113207547169812,Roary
group_18738.fa.aln.tree,0.7739130434782608,Roary
group_12175.fa.aln.tree,0.8363636363636363,Roary
group_12688.fa.aln.tree,0.7068965517241379,Roary
group_14990.fa.aln.tree,0.8252427184466019,Roary
group_12321.fa.aln.tree,0.794392523364486,Roary
group_17085.fa.aln.tree,0.6666666666666666,Roary
group_15166.fa.aln.tree,0.8415841584158416,Roary
group_38332.fa.aln.tree,0.7142857142857143,Roary
group_20882.fa.aln.tree,0.8640776699029126,Roary
group_15431.fa.aln.tree,0.7981651376146789,Roary
group_17194.fa.aln.tree,0.8415841584158416,Roary
group_38122.fa.aln.tree,0.7213114754098361,Roary
group_10706.fa.aln.tree,0.7166666666666667,Roary
group_14070.fa.aln.tree,0.7913043478260869,Roary
group_37742.fa.aln.tree,0.7297297297297297,Roary
group_18556.fa.aln.tree,0.7288135593220338,Roary
group_38173.fa.aln.tree,0.7454545454545455,Roary
group_18369.fa.aln.tree,0.8504672897196262,Roary
group_17325.fa.aln.tree,0.8653846153846154,Roary
group_18981.fa.aln.tree,0.8252427184466019,Roary
group_15245.fa.aln.tree,0.7758620689655172,Roary
group_10583.fa.aln.tree,0.6363636363636364,Roary
group_18781.fa.aln.tree,0.8446601941747572,Roary
group_18841.fa.aln.tree,0.8476190476190476,Roary
group_16853.fa.aln.tree,0.7876106194690266,Roary
group_15122.fa.aln.tree,0.6752136752136753,Roary
group_14238.fa.aln.tree,0.7540983606557377,Roary
group_14022.fa.aln.tree,0.8956521739130435,Roary
group_18399.fa.aln.tree,0.8421052631578947,Roary
group_18782.fa.aln.tree,0.8269230769230769,Roary
group_12196.fa.aln.tree,0.7310924369747899,Roary
group_20665.fa.aln.tree,0.7043478260869566,Roary
group_13887.fa.aln.tree,0.7560975609756098,Roary
group_16849.fa.aln.tree,0.8198198198198198,Roary
group_15580.fa.aln.tree,0.8333333333333334,Roary
group_20679.fa.aln.tree,0.8518518518518519,Roary
group_38127.fa.aln.tree,0.7142857142857143,Roary
group_18615.fa.aln.tree,0.8653846153846154,Roary
group_12834.fa.aln.tree,0.7777777777777778,Roary
group_10339.fa.aln.tree,0.7142857142857143,Roary
group_17088.fa.aln.tree,0.8217821782178217,Roary
group_37628.fa.aln.tree,0.8640776699029126,Roary
group_18866.fa.aln.tree,0.7166666666666667,Roary
group_38169.fa.aln.tree,1.0,Roary
group_18813.fa.aln.tree,0.8947368421052632,Roary
group_37625.fa.aln.tree,1.0,Roary
group_16942.fa.aln.tree,0.7478991596638656,Roary
group_18429.fa.aln.tree,0.7857142857142857,Roary
group_15841.fa.aln.tree,0.7,Roary
group_20850.fa.aln.tree,0.88,Roary
group_18835.fa.aln.tree,0.7757009345794392,Roary
group_12796.fa.aln.tree,0.8852459016393442,Roary
group_2989.fa.aln.tree,0.7795275590551181,Roary
group_14963.fa.aln.tree,0.6984126984126984,Roary
group_38349.fa.aln.tree,0.7699115044247787,Roary
group_38320.fa.aln.tree,0.6637168141592921,Roary
group_18403.fa.aln.tree,0.7818181818181819,Roary
group_15641.fa.aln.tree,0.6792452830188679,Roary
group_20576.fa.aln.tree,0.9523809523809523,Roary
group_9466.fa.aln.tree,0.7073170731707317,Roary
group_17220.fa.aln.tree,0.7457627118644068,Roary
group_15648.fa.aln.tree,0.8130841121495327,Roary
group_13641.fa.aln.tree,0.6974789915966386,Roary
group_17243.fa.aln.tree,0.6557377049180327,Roary
group_18970.fa.aln.tree,0.8333333333333334,Roary
group_14096.fa.aln.tree,0.8148148148148148,Roary
group_16861.fa.aln.tree,0.8317757009345794,Roary
group_13923.fa.aln.tree,0.7345132743362832,Roary
group_16799.fa.aln.tree,0.6923076923076923,Roary
group_17349.fa.aln.tree,0.7547169811320755,Roary
group_20671.fa.aln.tree,0.8214285714285714,Roary
group_15003.fa.aln.tree,0.8198198198198198,Roary
group_20691.fa.aln.tree,0.7301587301587301,Roary
group_12660.fa.aln.tree,0.8245614035087719,Roary
group_16827.fa.aln.tree,0.8924731182795699,Roary
group_20680.fa.aln.tree,0.8738738738738738,Roary
group_11283.fa.aln.tree,0.7166666666666667,Roary
group_18646.fa.aln.tree,0.7741935483870968,Roary
group_17133.fa.aln.tree,0.8035714285714286,Roary
group_17179.fa.aln.tree,0.7398373983739838,Roary
group_37590.fa.aln.tree,0.9080459770114943,Roary
group_6304.fa.aln.tree,0.6666666666666666,Roary
group_37486.fa.aln.tree,0.9722222222222222,Roary
group_18348.fa.aln.tree,0.7272727272727273,Roary
group_20987.fa.aln.tree,0.9101123595505618,Roary
group_14118.fa.aln.tree,0.6695652173913044,Roary
group_11161.fa.aln.tree,0.7948717948717948,Roary
group_13692.fa.aln.tree,0.7864077669902912,Roary
group_20978.fa.aln.tree,0.8095238095238095,Roary
group_20833.fa.aln.tree,1.0,Roary
group_18990.fa.aln.tree,0.8235294117647058,Roary
group_17408.fa.aln.tree,0.8252427184466019,Roary
group_17323.fa.aln.tree,0.900990099009901,Roary
group_18645.fa.aln.tree,0.9215686274509803,Roary
group_16886.fa.aln.tree,0.9120879120879121,Roary
group_18802.fa.aln.tree,0.7981651376146789,Roary
group_12917.fa.aln.tree,0.7758620689655172,Roary
group_13513.fa.aln.tree,0.8018018018018018,Roary
group_12093.fa.aln.tree,0.6747967479674797,Roary
group_17153.fa.aln.tree,0.9770114942528736,Roary
group_17009.fa.aln.tree,0.8787878787878788,Roary
group_20688.fa.aln.tree,0.8901098901098901,Roary
group_18361.fa.aln.tree,0.8130841121495327,Roary
group_20603.fa.aln.tree,0.7192982456140351,Roary
group_10842.fa.aln.tree,0.7419354838709677,Roary
group_16795.fa.aln.tree,0.7017543859649122,Roary
group_20835.fa.aln.tree,0.9512195121951219,Roary
group_20942.fa.aln.tree,0.9591836734693877,Roary
group_13766.fa.aln.tree,0.7876106194690266,Roary
group_17411.fa.aln.tree,0.7931034482758621,Roary
group_18492.fa.aln.tree,0.6134453781512605,Roary
group_38128.fa.aln.tree,0.8018018018018018,Roary
group_20982.fa.aln.tree,0.8,Roary
group_20597.fa.aln.tree,0.9058823529411765,Roary
group_18711.fa.aln.tree,0.6581196581196581,Roary
group_38163.fa.aln.tree,0.7981651376146789,Roary
group_18486.fa.aln.tree,0.7678571428571429,Roary
group_11397.fa.aln.tree,0.7981651376146789,Roary
group_17425.fa.aln.tree,0.9361702127659575,Roary
group_20977.fa.aln.tree,0.8924731182795699,Roary
group_18786.fa.aln.tree,0.9506172839506173,Roary
group_18957.fa.aln.tree,0.9534883720930233,Roary
group_17470.fa.aln.tree,0.7454545454545455,Roary
group_20737.fa.aln.tree,0.6991150442477876,Roary
group_37501.fa.aln.tree,0.9230769230769231,Roary
group_18546.fa.aln.tree,0.8070175438596491,Roary
group_13674.fa.aln.tree,0.9148936170212766,Roary
group_18778.fa.aln.tree,0.8018018018018018,Roary
group_18643.fa.aln.tree,0.9753086419753086,Roary
group_19622.fa.aln.tree,0.8461538461538461,Roary
group_16985.fa.aln.tree,0.7719298245614035,Roary
group_20907.fa.aln.tree,1.0,Roary
group_20790.fa.aln.tree,0.9726027397260274,Roary
group_13737.fa.aln.tree,0.7723577235772358,Roary
group_17225.fa.aln.tree,0.7777777777777778,Roary
group_18360.fa.aln.tree,0.9325842696629213,Roary
group_16812.fa.aln.tree,0.7719298245614035,Roary
group_13697.fa.aln.tree,0.8363636363636363,Roary
group_20821.fa.aln.tree,0.7310924369747899,Roary
group_18770.fa.aln.tree,0.9545454545454546,Roary
group_14335.fa.aln.tree,0.8585858585858586,Roary
group_20707.fa.aln.tree,0.7876106194690266,Roary
group_15446.fa.aln.tree,0.86,Roary
group_11052.fa.aln.tree,0.8691588785046729,Roary
group_3411.fa.aln.tree,0.7966101694915254,Roary
group_12901.fa.aln.tree,0.7169811320754716,Roary
group_14059.fa.aln.tree,0.7837837837837838,Roary
group_17121.fa.aln.tree,0.8035714285714286,Roary
group_18448.fa.aln.tree,0.8823529411764706,Roary
group_37626.fa.aln.tree,0.898989898989899,Roary
group_37721.fa.aln.tree,0.7024793388429752,Roary
group_12539.fa.aln.tree,0.7413793103448276,Roary
group_37503.fa.aln.tree,1.0,Roary
group_15317.fa.aln.tree,0.8446601941747572,Roary
group_18631.fa.aln.tree,0.7798165137614679,Roary
group_14037.fa.aln.tree,0.6507936507936508,Roary
group_18447.fa.aln.tree,0.7241379310344828,Roary
group_38348.fa.aln.tree,0.86,Roary
group_15795.fa.aln.tree,0.7757009345794392,Roary
group_14186.fa.aln.tree,0.8571428571428571,Roary
group_15430.fa.aln.tree,0.8924731182795699,Roary
group_13580.fa.aln.tree,0.7431192660550459,Roary
group_18765.fa.aln.tree,0.8166666666666667,Roary
group_20759.fa.aln.tree,0.8214285714285714,Roary
group_18570.fa.aln.tree,0.7777777777777778,Roary
group_11990.fa.aln.tree,0.8333333333333334,Roary
group_20742.fa.aln.tree,0.8035714285714286,Roary
group_38054.fa.aln.tree,0.7723577235772358,Roary
group_20588.fa.aln.tree,0.6333333333333333,Roary
group_37479.fa.aln.tree,0.794392523364486,Roary
group_18521.fa.aln.tree,0.8151260504201681,Roary
group_7625.fa.aln.tree,0.7368421052631579,Roary
group_18586.fa.aln.tree,0.8888888888888888,Roary
group_20807.fa.aln.tree,0.9411764705882353,Roary
group_13572.fa.aln.tree,0.7,Roary
group_20747.fa.aln.tree,0.7699115044247787,Roary
group_20818.fa.aln.tree,0.8035714285714286,Roary
group_6021.fa.aln.tree,0.7213114754098361,Roary
group_6275.fa.aln.tree,0.6030534351145038,Roary
group_18966.fa.aln.tree,0.7821782178217822,Roary
group_18370.fa.aln.tree,0.7777777777777778,Roary
group_8943.fa.aln.tree,0.7894736842105263,Roary
group_20678.fa.aln.tree,0.7983193277310925,Roary
group_20814.fa.aln.tree,0.8679245283018868,Roary
group_20954.fa.aln.tree,0.8113207547169812,Roary
group_18848.fa.aln.tree,0.7523809523809524,Roary
group_12105.fa.aln.tree,0.8181818181818182,Roary
group_15310.fa.aln.tree,0.6581196581196581,Roary
group_18513.fa.aln.tree,0.7288135593220338,Roary
group_16940.fa.aln.tree,0.8260869565217391,Roary
group_12906.fa.aln.tree,0.8214285714285714,Roary
group_18520.fa.aln.tree,0.8301886792452831,Roary
group_20673.fa.aln.tree,0.75,Roary
group_20591.fa.aln.tree,0.8070175438596491,Roary
group_7014.fa.aln.tree,0.7235772357723578,Roary
group_18584.fa.aln.tree,0.875,Roary
group_37495.fa.aln.tree,1.0,Roary
group_14570.fa.aln.tree,0.76,Roary
group_20364.fa.aln.tree,0.680672268907563,Roary
group_38165.fa.aln.tree,0.8585858585858586,Roary
group_20689.fa.aln.tree,0.9518072289156626,Roary
group_37882.fa.aln.tree,0.7657657657657657,Roary
group_37573.fa.aln.tree,0.9753086419753086,Roary
group_38324.fa.aln.tree,0.9523809523809523,Roary
group_15013.fa.aln.tree,0.8198198198198198,Roary
group_13680.fa.aln.tree,0.8878504672897196,Roary
group_20784.fa.aln.tree,0.8350515463917526,Roary
group_7865.fa.aln.tree,0.88,Roary
group_16873.fa.aln.tree,0.8,Roary
group_15311.fa.aln.tree,0.7407407407407407,Roary
group_20956.fa.aln.tree,0.9,Roary
group_15028.fa.aln.tree,0.7565217391304347,Roary
group_17378.fa.aln.tree,0.6694214876033058,Roary
group_20746.fa.aln.tree,0.9183673469387755,Roary
group_18526.fa.aln.tree,0.8813559322033898,Roary
group_18749.fa.aln.tree,0.9230769230769231,Roary
group_15635.fa.aln.tree,0.65,Roary
group_20836.fa.aln.tree,0.8148148148148148,Roary
group_38227.fa.aln.tree,0.8317757009345794,Roary
group_18541.fa.aln.tree,0.8317757009345794,Roary
group_15796.fa.aln.tree,0.8775510204081632,Roary
group_15808.fa.aln.tree,0.9387755102040817,Roary
group_20754.fa.aln.tree,0.6936936936936937,Roary
group_37927.fa.aln.tree,0.7043478260869566,Roary
group_12135.fa.aln.tree,0.8878504672897196,Roary
group_18838.fa.aln.tree,0.7864077669902912,Roary
group_15791.fa.aln.tree,0.9512195121951219,Roary
group_12221.fa.aln.tree,0.808695652173913,Roary
group_20899.fa.aln.tree,0.8918918918918919,Roary
group_13991.fa.aln.tree,0.8148148148148148,Roary
group_20867.fa.aln.tree,0.8936170212765957,Roary
group_18906.fa.aln.tree,0.8761061946902655,Roary
group_18747.fa.aln.tree,0.8181818181818182,Roary
group_13882.fa.aln.tree,0.7913043478260869,Roary
group_20828.fa.aln.tree,0.7217391304347827,Roary
group_12298.fa.aln.tree,0.8571428571428571,Roary
group_7413.fa.aln.tree,0.680672268907563,Roary
group_14985.fa.aln.tree,0.6451612903225806,Roary
group_18491.fa.aln.tree,0.8444444444444444,Roary
group_20553.fa.aln.tree,0.7222222222222222,Roary
group_16741.fa.aln.tree,0.7719298245614035,Roary
group_37489.fa.aln.tree,1.0,Roary
group_37492.fa.aln.tree,1.0,Roary
group_17260.fa.aln.tree,0.7857142857142857,Roary
group_17054.fa.aln.tree,0.6747967479674797,Roary
group_20769.fa.aln.tree,0.9726027397260274,Roary
group_18784.fa.aln.tree,0.8363636363636363,Roary
group_20743.fa.aln.tree,0.8392857142857143,Roary
group_16887.fa.aln.tree,0.7983193277310925,Roary
group_12426.fa.aln.tree,0.6859504132231405,Roary
group_18801.fa.aln.tree,0.84,Roary
group_17389.fa.aln.tree,0.7009345794392523,Roary
group_6460.fa.aln.tree,0.8032786885245902,Roary
group_38325.fa.aln.tree,0.8070175438596491,Roary
group_16875.fa.aln.tree,0.8461538461538461,Roary
group_18660.fa.aln.tree,0.6814159292035398,Roary
group_15611.fa.aln.tree,0.7757009345794392,Roary
group_5546.fa.aln.tree,0.7614678899082569,Roary
group_19124.fa.aln.tree,0.8558558558558559,Roary
group_20570.fa.aln.tree,0.7614678899082569,Roary
group_38162.fa.aln.tree,0.9493670886075949,Roary
group_18789.fa.aln.tree,0.7166666666666667,Roary
group_14130.fa.aln.tree,0.8958333333333334,Roary
group_13756.fa.aln.tree,0.896551724137931,Roary
group_8599.fa.aln.tree,0.7606837606837606,Roary
group_18523.fa.aln.tree,0.865546218487395,Roary
group_20733.fa.aln.tree,0.8350515463917526,Roary
group_17267.fa.aln.tree,0.5609756097560976,Roary
group_18772.fa.aln.tree,0.9393939393939394,Roary
group_20812.fa.aln.tree,0.8691588785046729,Roary
group_20583.fa.aln.tree,0.7272727272727273,Roary
group_15290.fa.aln.tree,0.711864406779661,Roary
group_10831.fa.aln.tree,0.6695652173913044,Roary
group_20774.fa.aln.tree,0.8723404255319149,Roary
group_9511.fa.aln.tree,0.7475728155339806,Roary
group_38330.fa.aln.tree,0.7431192660550459,Roary
group_11195.fa.aln.tree,0.9069767441860465,Roary
group_12932.fa.aln.tree,0.7142857142857143,Roary
group_37494.fa.aln.tree,0.9736842105263158,Roary
group_12602.fa.aln.tree,0.7543859649122807,Roary
group_10924.fa.aln.tree,0.7241379310344828,Roary
group_37722.fa.aln.tree,0.8350515463917526,Roary
group_11203.fa.aln.tree,0.7478991596638656,Roary
group_20551.fa.aln.tree,0.8076923076923077,Roary
group_17167.fa.aln.tree,0.8913043478260869,Roary
group_12463.fa.aln.tree,0.7235772357723578,Roary
group_8078.fa.aln.tree,0.7758620689655172,Roary
group_20538.fa.aln.tree,0.7358490566037735,Roary
group_15652.fa.aln.tree,0.8627450980392157,Roary
group_20716.fa.aln.tree,0.95,Roary
group_20879.fa.aln.tree,0.7983193277310925,Roary
group_16814.fa.aln.tree,0.7457627118644068,Roary
group_18710.fa.aln.tree,0.7168141592920354,Roary
group_18803.fa.aln.tree,0.8235294117647058,Roary
group_15485.fa.aln.tree,0.8113207547169812,Roary
group_8652.fa.aln.tree,0.8613861386138614,Roary
group_20859.fa.aln.tree,0.9166666666666666,Roary
group_18624.fa.aln.tree,0.7345132743362832,Roary
group_14254.fa.aln.tree,0.6785714285714286,Roary
group_20713.fa.aln.tree,0.7391304347826086,Roary
group_18864.fa.aln.tree,0.956989247311828,Roary
group_20738.fa.aln.tree,0.6785714285714286,Roary
group_18398.fa.aln.tree,0.7864077669902912,Roary
group_18382.fa.aln.tree,0.8317757009345794,Roary
group_9506.fa.aln.tree,0.808695652173913,Roary
group_18737.fa.aln.tree,0.8787878787878788,Roary
group_5959.fa.aln.tree,0.7272727272727273,Roary
group_12772.fa.aln.tree,0.864406779661017,Roary
group_12434.fa.aln.tree,0.8695652173913043,Roary
group_20959.fa.aln.tree,0.7894736842105263,Roary
group_15103.fa.aln.tree,0.7431192660550459,Roary
group_15657.fa.aln.tree,0.6470588235294118,Roary
group_7177.fa.aln.tree,0.7213114754098361,Roary
group_12070.fa.aln.tree,0.8490566037735849,Roary
group_16769.fa.aln.tree,0.9310344827586207,Roary
group_16856.fa.aln.tree,0.7959183673469388,Roary
group_20811.fa.aln.tree,0.8620689655172413,Roary
group_18669.fa.aln.tree,0.7477477477477478,Roary
group_20767.fa.aln.tree,0.972972972972973,Roary
group_16805.fa.aln.tree,0.711864406779661,Roary
group_17158.fa.aln.tree,0.7704918032786885,Roary
group_11314.fa.aln.tree,0.8434782608695652,Roary
group_18394.fa.aln.tree,0.8936170212765957,Roary
group_13550.fa.aln.tree,0.7435897435897436,Roary
group_15342.fa.aln.tree,0.6935483870967742,Roary
group_18892.fa.aln.tree,0.8888888888888888,Roary
group_20898.fa.aln.tree,0.9090909090909091,Roary
group_20574.fa.aln.tree,0.8,Roary
group_18457.fa.aln.tree,0.6198347107438017,Roary
group_18698.fa.aln.tree,0.9736842105263158,Roary
group_12642.fa.aln.tree,0.8653846153846154,Roary
group_37490.fa.aln.tree,0.9726027397260274,Roary
group_18414.fa.aln.tree,0.6974789915966386,Roary
group_16973.fa.aln.tree,0.7798165137614679,Roary
group_18664.fa.aln.tree,0.6607142857142857,Roary
group_16824.fa.aln.tree,0.7699115044247787,Roary
group_20797.fa.aln.tree,0.875,Roary
group_18709.fa.aln.tree,0.8979591836734694,Roary
group_16945.fa.aln.tree,0.8035714285714286,Roary
group_15159.fa.aln.tree,0.7606837606837606,Roary
group_18733.fa.aln.tree,0.7345132743362832,Roary
group_37480.fa.aln.tree,1.0,Roary
group_16872.fa.aln.tree,0.7094017094017094,Roary
group_18987.fa.aln.tree,0.7981651376146789,Roary
group_12630.fa.aln.tree,0.71900826446281,Roary
group_17500.fa.aln.tree,0.9428571428571428,Roary
group_18807.fa.aln.tree,0.8035714285714286,Roary
group_17391.fa.aln.tree,0.8837209302325582,Roary
group_6444.fa.aln.tree,0.648,Roary
group_18665.fa.aln.tree,0.7017543859649122,Roary
group_10013.fa.aln.tree,0.6363636363636364,Roary
group_18373.fa.aln.tree,0.7543859649122807,Roary
group_14767.fa.aln.tree,0.7913043478260869,Roary
group_14166.fa.aln.tree,0.65,Roary
group_10850.fa.aln.tree,0.7709923664122137,Roary
group_12083.fa.aln.tree,0.7007874015748031,Roary
group_11456.fa.aln.tree,0.7333333333333333,Roary
group_20565.fa.aln.tree,0.9736842105263158,Roary
group_14061.fa.aln.tree,0.7543859649122807,Roary
group_15092.fa.aln.tree,0.8348623853211009,Roary
group_15525.fa.aln.tree,0.8135593220338984,Roary
group_16961.fa.aln.tree,0.9111111111111111,Roary
group_12382.fa.aln.tree,0.6363636363636364,Roary
group_10955.fa.aln.tree,0.7547169811320755,Roary
group_18926.fa.aln.tree,0.7217391304347827,Roary
group_17079.fa.aln.tree,0.8490566037735849,Roary
group_16858.fa.aln.tree,0.8252427184466019,Roary
group_12659.fa.aln.tree,0.6833333333333333,Roary
group_38225.fa.aln.tree,0.7142857142857143,Roary
group_20705.fa.aln.tree,0.7966101694915254,Roary
group_20590.fa.aln.tree,0.7586206896551724,Roary
group_17204.fa.aln.tree,0.883495145631068,Roary
group_16876.fa.aln.tree,0.7931034482758621,Roary
group_16857.fa.aln.tree,0.7407407407407407,Roary
group_20604.fa.aln.tree,0.8085106382978723,Roary
group_38326.fa.aln.tree,0.7735849056603774,Roary
group_38265.fa.aln.tree,0.8181818181818182,Roary
group_12697.fa.aln.tree,0.8363636363636363,Roary
group_13595.fa.aln.tree,0.7815126050420168,Roary
group_16987.fa.aln.tree,0.8,Roary
group_12203.fa.aln.tree,0.8653846153846154,Roary
group_12177.fa.aln.tree,0.7798165137614679,Roary
group_12569.fa.aln.tree,0.765625,Roary
group_7737.fa.aln.tree,0.7142857142857143,Roary
group_6642.fa.aln.tree,0.7758620689655172,Roary
group_15772.fa.aln.tree,0.8113207547169812,Roary
group_14219.fa.aln.tree,0.8761061946902655,Roary
group_18548.fa.aln.tree,0.7377049180327869,Roary
group_20874.fa.aln.tree,0.6694214876033058,Roary
group_17019.fa.aln.tree,0.7837837837837838,Roary
group_16897.fa.aln.tree,0.808,Roary
group_18823.fa.aln.tree,0.948051948051948,Roary
group_15365.fa.aln.tree,0.7288135593220338,Roary
group_20787.fa.aln.tree,0.8235294117647058,Roary
group_15682.fa.aln.tree,0.7719298245614035,Roary
group_18965.fa.aln.tree,0.8058252427184466,Roary
group_16980.fa.aln.tree,0.7796610169491526,Roary
group_18563.fa.aln.tree,0.8585858585858586,Roary
group_38266.fa.aln.tree,0.900990099009901,Roary
group_17046.fa.aln.tree,0.7981651376146789,Roary
group_18922.fa.aln.tree,0.8,Roary
group_15321.fa.aln.tree,0.7435897435897436,Roary
group_5820.fa.aln.tree,0.536,Roary
group_18986.fa.aln.tree,0.8640776699029126,Roary
group_18449.fa.aln.tree,0.8888888888888888,Roary
group_20752.fa.aln.tree,0.7407407407407407,Roary
group_20676.fa.aln.tree,1.0,Roary
group_37477.fa.aln.tree,1.0,Roary
group_15153.fa.aln.tree,0.7592592592592593,Roary
group_16762.fa.aln.tree,0.7981651376146789,Roary
group_16874.fa.aln.tree,0.8317757009345794,Roary
group_15848.fa.aln.tree,0.88,Roary
group_11181.fa.aln.tree,0.824,Roary
group_20751.fa.aln.tree,0.7217391304347827,Roary
group_17266.fa.aln.tree,0.6612903225806451,Roary
group_9680.fa.aln.tree,0.8181818181818182,Roary
group_7596.fa.aln.tree,0.8407079646017699,Roary
group_20786.fa.aln.tree,0.7884615384615384,Roary
group_18397.fa.aln.tree,0.86,Roary
group_15793.fa.aln.tree,0.7592592592592593,Roary
group_18418.fa.aln.tree,0.9310344827586207,Roary
group_15282.fa.aln.tree,0.7241379310344828,Roary
group_17186.fa.aln.tree,0.8301886792452831,Roary
group_38058.fa.aln.tree,0.8958333333333334,Roary
group_11299.fa.aln.tree,0.9347826086956522,Roary
group_19607.fa.aln.tree,0.8392857142857143,Roary
group_20793.fa.aln.tree,0.851063829787234,Roary
group_14018.fa.aln.tree,0.8,Roary
group_11992.fa.aln.tree,0.7413793103448276,Roary
group_17205.fa.aln.tree,0.898989898989899,Roary
group_20984.fa.aln.tree,0.9545454545454546,Roary
group_13961.fa.aln.tree,0.7431192660550459,Roary
group_20961.fa.aln.tree,0.8144329896907216,Roary
group_17340.fa.aln.tree,0.8888888888888888,Roary
group_38156.fa.aln.tree,0.9038461538461539,Roary
group_20857.fa.aln.tree,0.6833333333333333,Roary
group_15109.fa.aln.tree,0.8,Roary
group_38057.fa.aln.tree,0.801980198019802,Roary
group_17298.fa.aln.tree,0.8596491228070176,Roary
group_38052.fa.aln.tree,0.9529411764705882,Roary
group_17193.fa.aln.tree,0.8148148148148148,Roary
group_37498.fa.aln.tree,1.0,Roary
group_14308.fa.aln.tree,0.7024793388429752,Roary
group_37857.fa.aln.tree,0.8775510204081632,Roary
group_20602.fa.aln.tree,0.9080459770114943,Roary
group_20755.fa.aln.tree,0.7864077669902912,Roary
group_38056.fa.aln.tree,0.8315789473684211,Roary
group_13956.fa.aln.tree,0.7586206896551724,Roary
group_20600.fa.aln.tree,0.8762886597938144,Roary
group_16076.fa.aln.tree,0.8449612403100775,Roary
group_17414.fa.aln.tree,0.9761904761904762,Roary
group_11223.fa.aln.tree,0.7904761904761904,Roary
group_15116.fa.aln.tree,0.680672268907563,Roary
group_15266.fa.aln.tree,0.680672268907563,Roary
group_18662.fa.aln.tree,0.7431192660550459,Roary
group_20622.fa.aln.tree,0.7543859649122807,Roary
group_17259.fa.aln.tree,0.7586206896551724,Roary
group_20753.fa.aln.tree,0.7547169811320755,Roary
group_20908.fa.aln.tree,0.7678571428571429,Roary
group_17227.fa.aln.tree,0.7586206896551724,Roary
group_7672.fa.aln.tree,0.7894736842105263,Roary
group_37482.fa.aln.tree,1.0,Roary
group_16746.fa.aln.tree,0.8317757009345794,Roary
group_16778.fa.aln.tree,0.7981651376146789,Roary
group_20832.fa.aln.tree,0.7217391304347827,Roary
group_6363.fa.aln.tree,0.847457627118644,Roary
group_6857.fa.aln.tree,0.7739130434782608,Roary
group_37786.fa.aln.tree,0.82,Roary
group_16739.fa.aln.tree,0.8979591836734694,Roary
group_17210.fa.aln.tree,0.7217391304347827,Roary
group_17213.fa.aln.tree,0.8703703703703703,Roary
group_12454.fa.aln.tree,0.7931034482758621,Roary
group_263.fa.aln.tree,0.9753086419753086,Roary
group_20395.fa.aln.tree,0.8846153846153846,Roary
group_17412.fa.aln.tree,0.6585365853658537,Roary
group_38229.fa.aln.tree,0.8888888888888888,Roary
group_21047.fa.aln.tree,0.794392523364486,Roary
group_20780.fa.aln.tree,0.9340659340659341,Roary
group_20810.fa.aln.tree,0.8461538461538461,Roary
group_17357.fa.aln.tree,0.7678571428571429,Roary
group_37898.fa.aln.tree,0.9325842696629213,Roary
